Ident	P1	P1_r	P2_2	P3a1	P3a2	P3a3	P3a4	P3a5	P3a6	P3a7	P3a8	P4	P5	P6	P7a1	P7a2	P7a3	P7a4	P7a5	P7a6	P7a7	P7a8	P7a9	P7a10	P8	P9_1a1	P9_1a2	P9_1a3	P9_1a4	P9_1a5	P9_1a6	P9_1a7	P9_1a8	P9_1a9	P9_1a10	P9_1a11	P9_1a12	P9_2a1	P9_2a2	P9_2a3	P9_2a4	P9_2a5	P9_2a6	P9_2a7	P9_2a8	P9_2a9	P9_2a10	P9_2a11	P9_2a12	P10	control	P11	P12a1	P12a2	P12a3	P12a4	P12a5	P12a6	P12a7	P12a8	P12a9	P13	P14	P15	P16	P17	P18	P19	P20a1	P20a2	P20a3	P20a4	P20a5	P20a6	P20a7	P20a8	P20a9	P20a10	P20a11	P20a12	P21_1	P21_2	P21_3	P21_4	P21_5	P21_6	P21_7	P21_8	P21_9	P22_1	P22_2	P22_3	P23	P24a1	P24a2	P24a3	P24a4	P24a5	P24a6	P24a7	P24a8	P24a9	P24a10	P24a11	P24a12	P24a13	P24a14	P24a15	P25a1	P25a2	P25a3	P25a4	P25a5	P25a6	P25a7	P26_1	P26_2	P26_3	P27	P28	P29	P30	P31_1	P31_2	P31_3	P32	P33	P34	P34_DG	P35	P36	P35_DG	Nivel_socioeconomico	P37
1620046010	30	3	13						1			1	6	6											12												1												1	1	3	4									1	1	99	2		1	4	4	1	1	1	1	1	1	1	1	1	1	1		2	1	5	2	1	1	2	1	1	2	2	2																							1	3	3	3	4	4	3	2	Facade	Underestimate	Archaic	3	4	5	6	3	2	3	4	99
1620080082	30	3	3			1						2	5	5											6					1														1						2	3	4							1			1	7	2		1	2	3		1	1		1		1			1			1	4	2	4	3	4	4	3	3	2	2	2																		1		1				2	2	2	3	2	3	2	Friendly	Open	Fearful	3	4	9	8	1	2	2	3	4
1620091296	30	3	21	1								1	3	4											5		1																1							1	3	3	1				1					1	8	2		3	3	2	1	1	1	1	1	1	1	1		1	1		2	3	3	3	3	3	3	3	2	2	2	2																	1							4	4	3	4	2	2	2	Gayfriendly	Tolerant		4	1	6	7	1	2	2	4	4
1620112709	30	3	2	1								1	4	4											3				1																	1				2	3	3	1					1	1			1	7	2		1	1	3	1	1	1		1		1	1		1	1		5	4	3	4	2	4	3	2	3	1	1	2	3				1							1	1				1			1				3	4	3	3	2	2	2	Diverse	Integrator	Respectful	4	1	9	8	1	2	2	4	5
1620125567	30	3	15			1						1	5	5											5	1												1												1	3	2				1			1			2	4	2		3	2	3		1	1										5	3	3	3	3	4	3	3	3	2	2	2																	1							3	3	3	5	1	2	2	Open	Integrator	Free	3	2	9	8	4		4	2	6
1620130395	30	3	16		1							2	5	6											5		1			1								1												2	3	3	1	1			1					2	7	2		3	3	3	1	1	1										2	3	3	4	2	2	3	2	2	2	2	2																	1	1		1	1			2	2	2	4	2	2	2	Keep it up	Bit	Tolerable	3	4	6	7	3	2	3	4	5
1620137672	30	3	7			1						2	9	10				1																																	3	4				1						2	7	2		3	2	3			1										1	3	1	2	3	4	3	3	2	2	2	2																							1	1	3	2	3	2	2	2	Cozy	Diverse		4	2	7	8	3	2	3	3	3
1620199255	30	3	2			1						2	5	5											5							1											1							1	3	3	1									1	8	1	1		1	3		1	1										2	3	3	4	3	3	2	2	2	1	1	2	2						1		1	1							1				1			2	2	2	3	3	1	2	Violence	Intolerance		2	5	10	8	1	2	2	4	5
1620205286	30	3	18			1						2	4	5											5					1															1					2	3	2	1	1						1		1	8	1	1		1	3		1	1										3	2	1	2	3	4	4	2	4	1	1	2	2	1		1													1							3	2	2	3	2	1	1	free	equality	respect	3	5	5	6	3	2	3	6	4
1620212203	30	3	18				1					1	9	10							1																														3	5		1								1	6	2		3	2	3		1											4	3	5	5	4	4	4	5	4	2	2	2																							1	5	5	1	3	2	2	2	Open	Tolerant		3	4	5	6	1	2	2	4	3
1620217981	30	3	8			1						1	5	5											5					1										1										2	3	3	1				1					1	7	1	1		2	2	1	1	1		1	1	1						2	4	3	3	3	4	3	2	2	2	2	2																	1				1			4	3	3	3	2	3	2	not	I know		1	5	8	8	1	2	2	2	3
1620227880	30	3	8			1						1	5	5											5							1								1										1	3	3									1	2	7	1	1		1	4	1	1	1										1	3	3	4	3	3	4	4	1	2	1	2	3		1									1											1	4	4	4	2	2	3	2	Reliable	Brave	Apollo	3	5	6	7	1	2	2	2	4
1620550548	30	3	2			1						2	5	4											5		1																	1						2	3	3	1				1					2	7	2		1	2	3		1	1										2	2	2	2	3	3	3	3	2	1	2	2	3	1				1											1			1				2	2	2	2	2	1	2	Nearby	Sincere	Friend	3	1	4	5	1	2	2	5	6
1619903394	31	3	15			1						2	5	5											5						1										1									2	3	2	1			1	1					2	7	2		1	3	3		1	1				1						1	3	3	3	2	2	2	3	2	2	2	2																	1			1	1			4	3	3	3	2	2	2	Diversity	Reception	Enjoyment	3	4	8	8	1	2	2	4	5
1620053686	31	3	12			1						2	2	4											5		1												1											1	3	4	1									1	2	2		2	1	2	1	1	1		1	1							1	2	2	3	2	5	2	5	2	2	2	2																							1	3	3	3	3	3	3	2	Lie	Propaganda	Rejection	3	4	4	5	1	2	2	4	3
1620066880	31	3	7	1								1	2	3											5				1												1									1	3	3		1			1					1	8	2		2	3	2	1	1	1	1	1	1	1	1	1	1			3	3	3	3	3	3	3	3	3	2	2	2																							1	3	3	3	5	1	2	2	Cozy	 		3	4	9	8	1	2	2	4	2
1620090700	31	3	6			1						2	3	3											5						1										1									1	3	4									1	2	7	2		1	3	3	1	1	1			1	1			1			2	3	2	3	1	2	3	2	2	2	2	2																	1	1		1	1	1		2	3	3	3	2	2	2	Chueca	Transsexual	Queer	3	3	9	8	5		5	4	99
1620103884	31	3	7	1								1	2	3											5				1												1									1	3	3								1		1	7	2		2	4	2	1	1	1	1	1	1	1	1	1	1			1	5	2	3	2	2	2	2	3	1	2	2	3				1					1	1			1				1			1			2	1	2	4	2	1	2	Chueca	Pride	Cynicism	3	4	6	7	1	1	1	2	4
1620112849	31	3	11	1								1	4	4											5											1												1		1	3	3									1	1	7	2		2	2	2	1	1	1		1	1	1	1	1	1	1		3	3	3	3	3	3	3	3	3	2	1	2	3												1				1			1				2	2	2	4	2	2	2	Abundant	Wide	Tolerant	1	4	9	8	1	2	2	2	5
1620125895	31	3	20	1								1	3	5											3					1													1							2	3	2	1	1	1	1	1	1	1			1	6	2		2	3	3	1	1	1		1	1	1			1			5	4	3	4	3	3	3	2	3	2	2	2																	1			1	1			2	3	2	3	2	1	2	Open	Equality	Respect	3	4	9	8	1	1	1	4	3
1620128771	31	3	13			1						1	4	4											5							1												1						1	3	4									1	1	10	2		1	1	3	1	1	1	1	1	1	1			1	1		5	5	3	3	3	3	3	2	3	1	2	2	3											1	1										1	2	2	2	4	2	3	2	Friendly	 		3	3	6	7	1	2	2	4	4
1620199357	31	3	13	1								1	4	5											5								1						1											1	3	3	1			1				1		1	8	2		1	1	3	1	1	1	1	1	1	1	1	1	1			1	3	2	2	2	4	3	3	3	2	2	2																		1		1				1	1	1	3	2	2	2	Chueca	Freedom	Diversity	3	4	8	8	1	2	2	1	5
1620199374	31	3	2	1								1	3	10										1																											3	2					1					2	3	2		3	3	3	1						1						1	2	2	3	2	3	3	2	3	2	2	2																	1							4	5	4	5	2	3	2	Friendly	Reception	Options	4	8	9	8	5		5	4	7
1620210869	31	3	10		1							2	3	5											5					1								1												1	3	1	1	1	1	1	1	1	1	1		3	0	2		3	3	3		1					1						2	2	3	3	2	2	1	1	3	2	1	2	3	1				1								1				1	1	1		1		1	2	2	2	2	2	2	Well	Friendly	Traitor	7	1	8	8	1	2	2	3	5
1620211216	31	3	21		1							2	5	6											5						1												1							2	3	3				1			1			2	7	2		1	2	3		1	1		1	1	1						4	4	3	4	4	4	4	4	3	2	2	2																							1	5	5	5	1	1	2	2	Freedom	Tolerance	Respect	3	4	7	8	1	2	2	2	8
1620211636	31	3	11						1			2	3	5											7	1												1												2	3	2	1				1		1			2	8	2		1	3	4		1	1		1								4	2	4	2	2	2	2	4	4	2	2	2																	1	1						3	2	2	4	2	1	2	Open	Tolerant	Free	3	4	9	8	1	2	2	3	3
1620513351	31	3	10			1						2	4	5											6		1															1							1	2	3	3		1		1			1			2	8	2		1	1	3	1	1	1		1		1			1			2	4	4	4	4	3	3	2	2	1	1	2	1																1							2	2	2	3	2	3	2	FREEDOM	MARRIAGE	Chueca	1	4	8	8	1	2	2	3	5
1620513360	31	3	11			1						2	4	5											5							1							1											1	3	4									1	1	7	1	1		1	3	1	1	1		1	1	1						3	4	3	3	3	4	4	3	3	2	2	2																							1	5	5	5	2	1	2	2	Engaged	Friendly	Nearby	1	5	9	8	1	2	2	2	7
1620553044	31	3	11	1								1	2	4											1									1				1												1	3	3					1					1	7	2		3	4	3		1	1										1	3	2	4	3	5	4	5	4	2	2	2																	1							3	6	6	4	2	2	2	Pride	Party	Tolerance	4	2	6	7	1	2	2	2	8
1620569287	31	3	5		1							2	2	4											5		1														1									1	3	4								1		1	7	2		1	3	3	1	1	1			1				1			3	2	2	3	1	4	4	3	2	1	1	2	3						1			1								1		1		1		1	1	2	4	3	1	1	False	 		3	3	5	6	1	1	1	1	5
1619889303	32	3	2						1			2	5	5											5	1												1												2	3	3				1	1					2	7	2		2	3	3											1		1	3	1	2	1	2	2	1	1	2	2	2																							1	3	3	3	3	2	1	2	Respect	 		4	3	8	8	1	2	2	5	3
1620089509	32	3	7	1								1	3	6											5				1														1							3	3	2	1	1			1	1	1			1	5	2		1	1	3	1	1	1		1		1			1			2	3	2	4	2	3	3	3	2	1	2	2	3	1	1		1								1				1			1				2	3	2	5	1	1	2	Inclusion/acceptance	Freedom	Fellowship	3	4	7	8	1	2	2	2	6
1620123877	32	3	2			1						2	6	6											5				1												1									1	3	2				1	1					1	8	2		3	2	3	1		1										2	2	5	3	2	1	2	2	2	2	2	2																	1			1	1			2	2	2	3	1	2	2	Safe	Open	Protective	1	4	8	8	1	2	2	2	3
1620127062	32	3	3	1								1	3	4											5		1												1											1	3	3	1				1					1	10	2		1	4	3	1	1	1		1					1			1	2	3	3	1	3	2	1	1	2	2	2																	1			1				1	3	1	4	2	1	1	LGBTIQ+ pride	Freedom	LGBTIQ+ associations	3	4	9	8	1	2	2	4	7
1620129009	32	3	1	1								1	9	9											11	1												1												6	3	2		1		1	1					2	7	2		1	3	3		1	1										2	3	3	3	3	3	3	3	3	2	2	2																	1				1			4	4	4	3	2	2	2	Open	Integrator	United	9	1	9	8	1	2	2	3	5
1620129996	32	3	2	1								1	3	4											5					1										1										2	3	2	1									1	7	2		1	3	2	1	1	1	1	1		1			1			2	3	2	3	2	3	4	3	2	2	1	2	3		1										1								1			2	2	2	4	2	3	2	Identity	Drugs	Postureo	3	3	9	8	1	2	2	4	99
1620135217	32	3	11	1								1	4	6											5							1																1		1	3	1				1	1	1	1			2	6	2		1	4	2		1				1							2	3	3	3	3	3	3	3	3	1	2	2	3				1					1		1	1				1	1		1	1			4	4	4	3	2	2	2	Pride	Tolerant	Defending	3	1	8	8	5		5	6	3
1620199191	32	3	4			1						1	4	4											5							1												1						2	3	2	1	1		1			1	1		2	8	1	1		1	3		1	1										2	2	2	3	1	2	2	2	2	1	1	2	2	1				1				1							1			1	1			2	2	2	3	3	1	2	Intolerance	Rejection	Incomprehension	1	7	8	8	1	2	2	2	4
1620199239	32	3	2	1								1	5	5											2					1									1											2	3	2						1				1	7	2		1	1	3	1												4	1	1	1	2	1	1	2	3	1	1	1	1																1	1	1	1	1	1		3	5	4	2	3	1	1	Lgtv united	 		4	2	5	6	1	1	1	2	4
1620199344	32	3	12					1				2	1	4											1				1												1									1	3	4					1					2	9	1	1		1	3	1	1	1										2	3	2	4	2	4	3	2	3	2	1	2	3											1											1	4	4	4	3	2	2	2	Open	Strong	Understandable	3	5	4	5	1	2	2	6	2
1620201035	32	3	10			1						1	3	5											5							1									1									2	3	3				1	1	1	1			1	8	1	5		2	3	1	1	1				1			1			2	3	3	4	3	3	3	4	3	2	2	2																					1			3	3	3	1	1	2	2	Triangle	 		1	5	7	8	1	2	2	2	7
1620204909	32	3	10			1						2	5	5											6				1														1							1	3	2									1	2	10	1	1		1	2		1	1		1								1	1	4	1	2	1	2	2	1	2	2	2																	1							1	2	1	2	1	3	2	Chueca	Drack Queen	Cocktail bar	1	5	3	4	1	2	2	2	2
1620210681	32	3	10	1								1	3	3											3			1													1									2	3	2								1		1	8	2		1	1	3			1										1	1	3	4	2	3	2	4	1	1	1	2	3					1												1			1			2	3	4	3	3	2	1	Friendly	 		4	1	5	6	1	2	2	6	3
1620221549	32	3	13				1					1	4	3											5		1														1									3	3	3	1	1								2	9	2		1	2	3			1		1								3	4	3	4	3	4	3	3	3	2	1	2	3	1			1														1		1			4	2	3	2	2	2	2	Freedom	diversity	security	4	1	9	8	1	2	2	3	5
1620229392	32	3	4			1						2	4	5											1		1																1							2	3	2									1	2	10	2		3	1	3	1	1	1	1	1	1	1			1			3	4	4	4	4	3	3	4	3	2	2	2																							1	3	3	4	3	2	3	2	Chueca	Pride	Party	3	4	6	7	1	1	1	1	9
1620427415	32	3	7	1								1	3	4											7				1												1									2	3	1					1					2	8	2		1	3	3	1	1	1		1	1	1						2	4	3	4	3	3	4	3	3	2	2	2																	1							3	3	4	3	1	1	2	open	free	Friendly	4	3	9	8	1	2	2	1	7
1620557264	32	3	14			1						2	5	5											8				1	1											1									1	3	2	1	1			1			1		2	9	2		1	3	3	1	1	1		1	1	1	1		1			2	3	2	3	2	3	2	2	2	1	1	2	3	1	1		1	1		1			1	1		1			1	1		1	1			4	4	4	4	2	3	2	Friendly	You have to do more	respect	3	2	8	8	3	2	3	3	5
1620671129	32	3	2			1						2	4	4											1		1																	1						2	3	4									1	2	7	2		1	3	3	1	1	1										3	2	5	3	2	3	2	2	2	2	1	2	3											1											1	2	2	2	3	2	2	2	Marches	 		3	3	4	5	1	2	2	3	7
1620040384	33	3	2			1						2	4	4											5				1									1												1	3	4					1					1	9	2		1	1	2	1	1	1		1	1	1	1		1			3	4	3	4	3	2	3	3	3	2	2	2																				1				2	2	2	3	2	1	2	Open	Diverse	Inclusive	3	4	8	8	1	2	2	2	7
1620041577	33	3	9			1						2	3	3											5							1											1							1	3	2					1			1		1	8	2		2	2	3		1	1								1		2	3	3	3	1	3	2	2	2	1	1	2	3	1	1		1												1			1	1			2	2	1	3	3	1	2	Group increase	More intolerance	Vox ruins Madrid	3	4	9	8	3	2	3	3	3
1620072576	33	3	17			1						1	4	4											7	1												1												6	3	3	1	1		1	1					3	8	2		3	3	3												1	1	3	2	2	1	1	2	3	1	2	2	2																							1	1	1	1	3	2	2	2	Free	Modern		4	2	5	6	1	2	2	1	99
1620125319	33	3	13	1								1	4	5											5		1														1									1	3	4					1					1	7	2		1	3	4	1		1		1			1	1				1	2	4	4	4	4	4	4	3	2	2	2																							1	3	3	3	4	1	2	2	Open	Sincere	Loyal	4	1	4	5	1	2	2	6	3
1620126702	33	3	2			1						2	4	4											5												1			1										1	3	3			1							2	10	1	1		1	3	1	1	1	1	1	1		1	1	1	1		1	5	4	4	1	2	4	2	1	1	1	1	3								1								1	1	1	1	1	1		1	1	1	4	3	1	2	Happy	United	Fighters	1	5	3	4	1	2	2	3	2
1620132788	33	3	15			1						2	4	4											5	1																							1	1	3	4	1									1	8	2		2	2	3		1	1		1		1	1					2	3	2	3	3	4	3	3	3	2	2	2																				1				4	1	3	3	1	2	2	Open	Tolerant	Inclusive	4	1	8	8	1	2	2	1	3
1620199235	33	3	15			1						1	5	5											5		1												1											1	3	4									1	2	7	1	1		1	4			1										4	4	4	4	4	4	4	4	4	2	2	2																							1	5	5	5	1	1	2	2	Tolerance	Friendship	Faith	1	5	8	8	1	2	2	2	5
1620202524	33	3	1		1							2	3	3											5			1												1										2	3	3				1						1	8	2		3	3	2	1	1	1			1	1						2	3	3	3	3	3	2	2	3	2	2	2																							1	3	3	3	3	1	3	2	Comfort	friendly		3	4	8	8	1	2	2	3	6
1620205536	33	3	4			1						1	6	6											5				1									1												1	3	1	1	1		1	1			1		1	9	1	2		3	3	1	1	1		1	1	1						2	4	3	4	3	4	4	2	3	2	2	2																	1			1				1	3	2	3	2	2	2	Chueca	Pride	Environment	1	5	8	8	1	2	2	2	4
1620210657	33	3	10		1							2	9	4											5		1												1											3	3	4					1					1	8	2		1	4	4	1	1	1		1		1			1			1	3	2	2	2	3	2	2	1	1	1	2	3				1												1				1			3	2	2	3	3	2	2	Tolerant	Pride	Chueca	3	4	7	8	1	2	2	4	5
1620212931	33	3	11			1						2	3	4											5				1													1								3	3	2	1	1			1					1	8	2		1	3	3	1	1	1										1	2	3	2	2	3	2	3	2	2	1	2	3		1							1				1			1				1			4	4	4	3	2	1	2	Opening of mind	Respect	Freedom	3	4	9	8	1	2	2	2	7
1620481962	33	3	5			1						2	3	4											5							1								1										1	3	3	1			1						1	8	1	1		2	3		1			1	1							3	3	2	4	5	2	3	3	2	1	1	2	3												1				1							5	6	4	4	2	3	2	Friendly	Open	Acceptable	3	5	9	8	1	2	2	2	6
1620513784	33	3	4		1							2	5	5											5							1						1												3	3	2	1			1	1		1			2	9	2		1	3	3		1	1				1						2	2	2	3	2	3	3	3	2	1	1	2	3	1	1														1			1				3	3	3	3	2	2	2	Tolerance	Freedom		4	1	9	8	1	2	2	5	3
1620534403	33	3	11			1						1	4	4											5		1												1											2	3	1		1								1	8	1	1		1	1		1											2	2	2	2	2	2	2	2	2	1	2	2	2	1																		1				2	2	2	4	3	1	1	brilliant	family	nearby	1	5	7	8	1	2	2	3	5
1619886759	34	3	11	1								1	4	5											7						1										1									2	3	2					1					2	6	2		3	2	2		1	1				1						2	3	2	3	2	5	3	3	5	2	2	2																	1	1				1		6	6	6	5	2	2	2	Pride	Open	Chueca	4	2	8	8	1	1	1	1	9
1619963740	34	3	2		1							2	3	5											5				1												1									1	3	1					1					2	7	2		3	4	3	1	1	1		1			1					1	3	3	3	2	2	1	3	1	1	1	2	3											1	1				1			1	1			2	1	2	4	2	2	2	Postureo	Tourism	Leisure	4	3	8	8	1	2	2	1	3
1620025661	34	3	8			1						2	5	9											10						1										1									3	3	3				1						2	6	1	2		1	3					1								5	4	3	4	4	4	4	4	4	2	2	2																							1	5	5	4	1	1	3	2	Friendly	Tolerant		7	6	7	8	1	2	2	2	4
1620051118	34	3	21	1								1	3	4											5				1									1												1	3	3		1			1		1	1		1	9	2		1	3	2	1	1	1		1	1	1						1	3	3	3	1	3	2	1	2	1	1	1	3		1		1							1		1			1	1		1	1			2	2	2	4	3	1	2	Pride	Tolerance	Open	3	4	8	8	1	2	2	4	4
1620129690	34	3	9			1						1	4	4											7		1																						1	2	3	3	1				1	1				1	4	2		2	2	2	1	1	1	1		1					1		3	3	3	3	3	3	3	3	3	1	1	2	3				1							1	1	1			1				1			1	1	1	4	2	3	2	Tolerant	Plural		4	1	3	4	1	2	2	5	2
1620131585	34	3	11	1								1	3	6											5		1		1										1						1					1	3	2	1									1	4	2		1	3	2		1	1				1						1	3	3	4	2	4	3	3	3	2	2	2																	1			1	1			4	2	3	4	2	2	2	Pride	Chueca		3	4	8	8	1	2	2	2	99
1620138120	34	3	13			1						2	9	10				1																																	3	5									1	2	10	1	5		1	1			1										5	4	3	4	4	4	4	5	5	2	2	2																							1	5	3	6	4	4	2	2	I do not know	 		1	5	3	4	3	2	3	5	99
1620216981	34	3	20			1						1	4	3											2							1												1						3	3	4					1					2	9	2		1	2	1	1	1	1	1	1		1	1	1	1			1	1	1	1	1	1	1	1	1	2	2	2																			1					2	1	2	2	2	2	1	Acceptance	 		8	3	5	6	1	2	2	3	3
1620220159	34	3	13	1								1	5	5											12												1												1	3	3	4									1	1	10	2		1	2	3			1	1	1								3	3	3	3	3	3	3	3	3	2	2	2																							1	6	6	6	5	1	2	2	Freedom	Love	That	3	1	5	6	1	2	2	6	2
1620422945	34	3	21	1								1	3	4											8								1							1										2	3	3									1	1	8	2		2	2	3		1	1										3	4	3	3	3	4	4	3	3	2	2	2																							1	5	5	5	2	1	2	2	Tolerance	Naturalness	Freedom	3	4	9	8	1	1	1	2	8
1620570894	34	3	12			1						2	3	5											6		1											1												1	3	2	1									1	10	2		1	2	3	1	1	1							1			3	3	3	4	3	3	3	3	3	2	2	2																	1	1		1				5	5	5	2	1	1	2	Respect	Comprehension	Friendship	4	8	7	8	1	2	2	1	7
1620571434	34	3	10	1								1	5	5											9	1												1												6	3	1	1		1	1	1	1	1	1		2	8	2		2	3	2			1										1	1	1	1	1	1	1	1	1	1	1	1	1																1	1	1	1	1	1		1	1	1	4	3	2	1	COGAM	 		4	1	8	8	4		4	7	2
1620090868	35	4	2	1								1	4	4											5					1												1								2	3	4	1							1		1	9	2		2	3	3	1	1	1		1	1							2	4	4	4	3	4	3	4	4	2	2	2																							1	4	2	3	3	2	2	2	open	varied		3	4	4	5	1	2	2	3	6
1620125715	35	4	21			1						2	4	5											5		1											1												1	3	2									1	5	7	1	1		3	2		1	1		1	1	1			1			3	4	2	4	2	3	3	3	2	2	2	2																							1	1	1	1	3	2	3	2	limited freedom	APPARANT	LOSS OF RIGHTS	3	5	8	8	1	2	2	2	7
1620125883	35	4	21	1								1	3	5											5		1										1		1											1	3	2					1					1	7	2		3	3	2	1		1		1		1	1					2	3	3	4	3	3	3	3	3	2	2	2																	1							3	2	3	3	2	3	2	Chueca	Pride	Open	4	3	9	8	1	2	2	1	8
1620137416	35	4	11	1								1	5	5											5												1												1	1	3	1	1	1		1			1			1	6	2		3	1	3		1	1		1								1	1	1	3	1	2	3	2	1	1	2	2	3														1		1			1	1			1	1	1	4	3	1	2	Gaypitalism	Chueca	Gaypitalism	1	4	9	8	3	2	3	2	5
1620143135	35	4	5	1								1	3	3											5		1																			1				1	3	4									1	1	9	2		2	2	3	1	1	1		1								3	3	4	3	2	3	3	3	3	2	2	2																							1	2	2	3	3	1	1	2	Freedom	Happiness	Tranquillity	3	4	8	8	1	2	2	2	3
1620199225	35	4	20		1							2	3	4											5				1													1								1	3	3									1	1	9	2		1	2	2												1	2	2	3	2	3	2	2	3	2	2	2	1	2		1										1				1							1	2	2	3	2	3	2	Look	Fighters	Shame	3	4	3	4	1	2	2	4	3
1620203811	35	4	6			1						2	6	6											5	1																		1						2	3	3				1						2	7	1	5		2	3		1	1		1					1			3	3	2	3	3	3	3	3	4	2	2	2																	1				1			4	4	3	3	2	2	2	Freedom	Sex	Love	1	5	7	8	1	2	2	2	6
1620207871	35	4	13		1							2	2	4											5					1													1							2	3	2									1	1	99	2		3	3	2	1	1	1		1				1	1			5	5	5	4	3	2	3	5	3	1	2	2	3		1							1			1				1	1						2	1	2	4	2	2	2	freedom	fellowship	empathy	1	4	7	8	7		8	3	4
1620207995	35	4	6				1					2	4	4											1					1								1												6	3	2		1		1				1		4	6	2		1	2	3		1								1	1		3	5	3	3	5	4	4	3	2	2	2	2																	1	1			1			3	4	1	3	3	2	2	Cold	Distance	Indifferent	4	1	3	4	1	2	2	6	1
1620211045	35	4	21			1						1	6	6											1		1											1												6	3	2		1		1	1		1			2	5	2		2	3	3	1		1										1	3	2	3	2	4	3	2	2	2	1	2	3		1		1	1						1					1			1				2	2	2	3	1	1	2	Pride	Respect	Tolerance	4	2	4	5	1	2	2	1	9
1620213098	35	4	3	1								1	3	3											5									1															1	2	3	3									1	2	6	2		1	2	2			1		1		1						2	3	3	4	3	4	4	4	3	2	2	2																	1							3	3	3	3	2	2	2	Freedom	Environment	Thank you	4	2	8	8	1	2	2	1	4
1620213493	35	4	2		1							2	7	4											1								1														1			1	3	2					1	1	1			1	7	1	2		1	2			1										2	2	3	4	3	1	3	3	3	2	2	2																	1					1		2	2	3	3	3	1	2	Colors	Parties	Pride	4	6	5	6	1	2	2	4	4
1620214646	35	4	20			1						2	6	6											1		1												1											1	3	2					1					1	8	2		3	4	3	1	1	1	1	1		1		1				4	4	4	4	4	4	4	4	4	2	2	2																							1	5	5	5	5	1	2	2	Diversity	Open	Respect	4	2	5	6	1	2	2	5	6
1620214790	35	4	2			1						1	4	6											6	1												1												3	3	1			1							3	7	1	2		1	3			1										3	3	3	3	3	3	3	3	3	2	2	2																							1	3	3	3	2	2	2	2	Receiver	 		1	5	7	8	1	2	2	2	6
1620216977	35	4	17			1						1	3	4											1							1											1							4	3	3	1	1								2	6	1	2		3	3		1				1							1	2	2	3	1	2	2	1	1	1	1	2	1																				1	1		2	1	1	3	1	1	2	Opened	New	Understood	1	5	8	8	1	2	2	2	6
1620224661	35	4	2			1						1	3	4											2		1												1											2	3	2				1	1	1				2	7	1	2		2	3	1	1	1		1								2	3	3	3	3	4	2	3	3	2	2	2																		1		1				2	2	4	3	2	2	2	friendly	impasient	disoriented	2	5	3	4	1	2	2	5	4
1620432246	35	4	17			1						1	5	5											1								1														1			4	3	2	1		1				1			1	9	1	4		4	3	1		1	1		1	1						2	2	2	1	1	2	1	1	2	1	1	1	1																	1	1	1	1			1	2	2	3	2	1	1	Equality	Regard	Acceptance	1	5	9	8	1	1	1	2	8
1620506502	35	4	4			1						2	4	5											5		1												1											2	3	3									1	1	6	2		1	1	3		1	1			1							2	3	3	3	3	3	3	2	3	2	2	2																							1	4	4	4	5	2	2	2	Open	Normal		1	4	4	5	1	1	1	2	6
1619889738	36	4	13	1								1	3	4											5											1		1												2	3	2	1	1					1	1		1	9	2		1	4	3	1	1	1		1	1		1	1				2	2	2	2	2	3	2	2	2	2	2	1	3					1											1							2	2	2	4	2	1	2	Insuffeent	 		3	4	4	5	1	1	1	4	99
1620007611	36	4	6	1								1	3	6											3					1										1										2	3	2									1	1	9	2		2	2	2	1	1	1	1	1		1			1			2	3	3	3	3	4	4	2	3	2	2	2																							1	3	2	3	4	2	3	2	Pride	pubs	Party	3	1	9	8	1	2	2	4	5
1620125662	36	4	13	1								1	3	5											6						1														1					2	3	2					1					1	8	2		3	2	3		1	1		1			1					2	3	3	3	5	4	3	3	3	1	2	2	3	1										1					1			1	1			3	2	2	3	2	3	2	Pride	Chueca	Diversity	3	1	8	8	1	2	2	5	4
1620126748	36	4	2	1								1	2	5											5		1														1									1	3	1					1		1			2	6	2		3	2	2			1		1								3	4	3	4	3	4	3	3	3	1	2	2	3											1					1							2	2	2	3	1	3	2	Tolerant	Open		4	1	4	5	1	2	2	6	99
1620127147	36	4	13			1						2	3	5											5		1											1												4	3	3	1				1					1	8	2		1	3	3		1	1		1		1						1	3	1	3	2	3	2	2	2	2	2	2																				1	1			4	3	3	3	2	2	2	Diversity	Empathy	Collective	3	4	9	8	1	2	2	2	6
1620129025	36	4	2	1								1	7	4											7		1												1											1	3	2					1					1	10	2		2	3	2	1	1	1	1	1		1	1	1	1			4	4	4	4	2	4	4	4	4	2	2	2																							1	5	4	5	1	1	2	2	Tolerance	Freedom	Happiness	3	4	9	8	3	2	3	4	8
1620199211	36	4	10			1						2	3	4											1		1																	1						2	3	3	1				1			1		2	9	1	1		2	2	1	1	1							1			1	3	3	4	1	2	2	2	2	1	1	2	1																1	1			1			2	3	3	3	1	1	1	Understands	ACCEPTA	Support	1	5	8	8	1	2	2	1	8
1620199224	36	4	10				1					2	3	5											5												1									1				3	3	2	1									2	5	1	2		2	3		1	1										3	3	3	3	3	3	3	3	3	2	2	2																				1				3	3	3	3	2	3	2	Open	Liberal	Free	3	5	7	8	1	2	2	4	99
1620199355	36	4	11			1						2	3	4											5						1							1												6	3	1		1	1	1	1	1	1			3	6	2		1	2	3			1	1		1				1			3	2	1	4	1	2	3	1	3	1	1	1	3				1	1	1			1				1					1		1	1		3	3	2	3	2	2	2	Attention	Acceptance	Modesty	4	1	8	8	6		7	6	2
